db_id,original_question,translated_question,query
student_transcripts_tracking,Describe the section h.,ክፍሉን ይግለጹ ሸ.,SELECT section_description FROM Sections WHERE section_name  =  'h'
student_transcripts_tracking,What is the description for the section named h?,h ለተሰየመው ክፍል መግለጫው ምንድነው?,SELECT section_description FROM Sections WHERE section_name  =  'h'
student_transcripts_tracking,Find the first name of the students who permanently live in the country Haiti or have the cell phone number 09700166582 .,በሄይቲ በቋሚነት የሚኖሩትን ተማሪዎች የመጀመሪያ ስም ወይም የሞባይል ስልክ ቁጥር 09700166582 ያግኙ።,select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582'
student_transcripts_tracking,What are the first names of the students who live in Haiti permanently or have the cell phone number 09700166582 ?,በሄይቲ በቋሚነት የሚኖሩ ወይም የሞባይል ስልክ ቁጥር 09700166582 ያላቸው ተማሪዎች የመጀመሪያ ስም ማን ይባላል?,select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582'
tvshow,List the title of all cartoons in alphabetical order.,የሁሉም ካርቱኖች ርዕስ በፊደል ቅደም ተከተል ይዘርዝሩ።,SELECT Title FROM Cartoon ORDER BY title
tvshow,What are the titles of the cartoons sorted alphabetically?,በፊደል የተደረደሩ የካርቱን ሥዕሎች ርዕስ ምንድናቸው?,SELECT Title FROM Cartoon ORDER BY title
tvshow,"List all cartoon directed by ""Ben Jones"".",በ&quot;ቤን ጆንስ&quot; የተመራውን ሁሉንም ካርቱን ይዘርዝሩ።,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";"
tvshow,What are the names of all cartoons directed by Ben Jones?,በቤን ጆንስ የሚመሩ የሁሉም ካርቱኖች ስም ማን ይባላል?,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";"
tvshow,"How many cartoons were written by ""Joseph Kuhr""?",በ&quot;ጆሴፍ ኩህር&quot; ስንት ካርቱን ተፃፈ?,"SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";"
tvshow,What is the number of cartoones written by Joseph Kuhr?,በጆሴፍ ኩህር የተፃፈው የካርቱን ብዛት ስንት ነው?,"SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";"
tvshow,list all cartoon titles and their directors ordered by their air date,በአየር ቀኑ የታዘዙትን ሁሉንም የካርቱን ርዕሶች እና ዳይሬክተሮችን ይዘርዝሩ,"SELECT title ,  Directed_by FROM Cartoon ORDER BY Original_air_date"
tvshow,What is the name and directors of all the cartoons that are ordered by air date?,በአየር ቀን የታዘዙ የካርቱኖች ሁሉ ስም እና ዳይሬክተሮች ማን ናቸው?,"SELECT title ,  Directed_by FROM Cartoon ORDER BY Original_air_date"
tvshow,"List the title of all cartoon directed by ""Ben Jones"" or ""Brandon Vietti"".",በ&quot;ቤን ጆንስ&quot; ወይም &quot;ብራንደን ቪቲ&quot; የሚመሩ የካርቱን ሁሉ ርዕስ ይዘርዝሩ።,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti"";"
tvshow,What are the titles of all cartoons directed by Ben Jones or Brandon Vietti?,በቤን ጆንስ ወይም ብራንደን ቪቲ የተመሩ የካርቱን ሥዕሎች በሙሉ ምንድናቸው?,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti"";"
tvshow,Which country has the most of TV Channels? List the country and number of TV Channels it has.,ከቴሌቭዥን ቻናሎች በብዛት ያለው የትኛው ሀገር ነው? ያላትን የቴሌቭዥን ቻናሎች ሀገር እና ብዛት ይዘርዝሩ።,"SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1;"
tvshow,What is the country with the most number of TV Channels and how many does it have?,ብዙ የቴሌቭዥን ቻናሎች ያላት ሀገር ስንት ናት እና ስንት አላት?,"SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1;"
tvshow,List the number of different series names and contents in the TV Channel table.,በቲቪ ቻናል ሠንጠረዥ ውስጥ የተለያዩ ተከታታይ ስሞችን እና ይዘቶችን ይዘርዝሩ።,"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;"
tvshow,How many different series and contents are listed in the TV Channel table?,በቲቪ ቻናል ሠንጠረዥ ውስጥ ምን ያህል የተለያዩ ተከታታይ እና ይዘቶች ተዘርዝረዋል?,"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;"
tvshow,"What is the content of TV Channel with serial name ""Sky Radio""?",ተከታታይ ስም ያለው የቲቪ ቻናል ይዘት ምንድ ነው?,"SELECT Content FROM TV_Channel WHERE series_name = ""Sky Radio"";"
tvshow,What is the content of the series Sky Radio?,የሰማይ ሬዲዮ ተከታታይ ይዘት ምንድነው?,"SELECT Content FROM TV_Channel WHERE series_name = ""Sky Radio"";"
tvshow,"What is the Package Option of TV Channel with serial name ""Sky Radio""?",ተከታታይ ስም ያለው &quot;ስካይ ራዲዮ&quot; ያለው የቲቪ ቻናል የጥቅል አማራጭ ምንድነው?,"SELECT Package_Option FROM TV_Channel WHERE series_name = ""Sky Radio"";"
tvshow,What are the Package Options of the TV Channels whose series names are Sky Radio?,ተከታታይ ስማቸው ስካይ ሬድዮ የሆኑ የቴሌቭዥን ቻናሎች ጥቅል አማራጮች ምንድናቸው?,"SELECT Package_Option FROM TV_Channel WHERE series_name = ""Sky Radio"";"
tvshow,How many TV Channel using language English?,ቋንቋ እንግሊዝኛ የሚጠቀም ስንት የቲቪ ቻናል?,"SELECT count(*) FROM TV_Channel WHERE LANGUAGE = ""English"";"
tvshow,How many TV Channels use the English language?,ስንት የቲቪ ቻናሎች የእንግሊዝኛ ቋንቋ ይጠቀማሉ?,"SELECT count(*) FROM TV_Channel WHERE LANGUAGE = ""English"";"
tvshow,List the language used least number of TV Channel. List language and number of TV Channel.,ጥቅም ላይ የዋለውን ቋንቋ በትንሹ የቲቪ ቻናል ይዘርዝሩ። የቲቪ ቻናል ቋንቋ እና ቁጥር ይዘርዝሩ።,"SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE ORDER BY count(*) ASC LIMIT 1;"
tvshow,What are the languages used by the least number of TV Channels and how many channels use it?,በትንሹ የቲቪ ቻናሎች የሚጠቀሙባቸው ቋንቋዎች ምን ምን ናቸው እና ምን ያህል ቻናሎች ይጠቀማሉ?,"SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE ORDER BY count(*) ASC LIMIT 1;"
tvshow,List each language and the number of TV Channels using it.,እያንዳንዱን ቋንቋ እና የሚጠቀሙባቸውን የቲቪ ጣቢያዎች ብዛት ይዘርዝሩ።,"SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE"
tvshow,"For each language, list the number of TV Channels that use it.",ለእያንዳንዱ ቋንቋ፣ የሚጠቀሙባቸውን የቲቪ ጣቢያዎች ብዛት ይዘርዝሩ።,"SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE"
tvshow,"What is the TV Channel that shows the cartoon ""The Rise of the Blue Beetle!""? List the TV Channel's series name.",&quot;የሰማያዊው ጥንዚዛ መነሳት!&quot; ካርቱን የሚያሳየው የቲቪ ቻናል ምንድን ነው? የቲቪ ቻናሉን ተከታታይ ስም ይዘርዝሩ።,"SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";"
tvshow,"What is the series name of the TV Channel that shows the cartoon ""The Rise of the Blue Beetle""?",የካርቱን &quot;የሰማያዊ ጥንዚዛ መነሳት&quot; የሚያሳይ የቲቪ ቻናል ተከታታይ ስም ማን ይባላል?,"SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";"
tvshow,"List the title of all  Cartoons showed on TV Channel with series name ""Sky Radio"".",በቲቪ ቻናል ላይ የታዩትን የካርቱን ምስሎች በሙሉ “ስካይ ራዲዮ” የሚል ተከታታይ ስም ይዘርዝሩ።,"SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";"
tvshow,"What is the title of all the cartools that are on the TV Channel with the series name ""Sky Radio""?",በቴሌቭዥን ቻናል ላይ ያሉት ተከታታይ ስም &quot;ሰማይ ራዲዮ&quot; ያላቸው የካርቱሎች ሁሉ ርዕስ ምንድን ነው?,"SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";"
tvshow,List the Episode of all TV series sorted by rating.,የሁሉም ተከታታይ የቴሌቭዥን ተከታታዮች ደረጃ በደረጃ የተደረደሩትን ይዘርዝሩ።,SELECT Episode FROM TV_series ORDER BY rating
tvshow,What are all of the episodes ordered by ratings?,በደረጃ አሰጣጦች የታዘዙት ሁሉም ክፍሎች ምንድናቸው?,SELECT Episode FROM TV_series ORDER BY rating
tvshow,List top 3 highest Rating  TV series. List the TV series's Episode and Rating.,ከፍተኛ 3 ከፍተኛ ደረጃ የተሰጣቸው ተከታታይ የቲቪ ተከታታዮችን ይዘርዝሩ። ተከታታይ የቲቪ ትዕይንት እና ደረጃን ይዘርዝሩ።,"SELECT Episode ,  Rating FROM TV_series ORDER BY Rating DESC LIMIT 3;"
tvshow,What are 3 most highly rated episodes in the TV series table and what were those ratings?,በቲቪ ተከታታይ ሠንጠረዥ ውስጥ 3 በጣም ከፍተኛ ደረጃ የተሰጣቸው ክፍሎች ምንድናቸው እና እነዚያ ደረጃዎች ምን ነበሩ?,"SELECT Episode ,  Rating FROM TV_series ORDER BY Rating DESC LIMIT 3;"
tvshow,What is minimum and maximum share of TV series?,የቲቪ ተከታታዮች ዝቅተኛ እና ከፍተኛ ድርሻ ምን ያህል ነው?,"SELECT max(SHARE) , min(SHARE) FROM TV_series;"
tvshow,What is the maximum and minimum share for the TV series?,ለቲቪ ተከታታዮች ከፍተኛው እና ዝቅተኛው ድርሻ ስንት ነው?,"SELECT max(SHARE) , min(SHARE) FROM TV_series;"
tvshow,"What is the air date of TV series with Episode ""A Love of a Lifetime""?",ተከታታይ የቴሌቭዥን ስርጭት የተለቀቀበት ቀን ከክፍል &quot;የህይወት ፍቅር&quot; ጋር ስንት ነው?,"SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";"
tvshow,"When did the episode ""A Love of a Lifetime"" air?",&quot;የህይወት ዘመን ፍቅር&quot; ትዕይንት መቼ ተለቀቀ?,"SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";"
tvshow,"What is Weekly Rank of TV series with Episode ""A Love of a Lifetime""?",ተከታታይ የቴሌቭዥን ተከታታዮች ሳምንታዊ ደረጃ &quot;የህይወት ዘመን ፍቅር&quot; ያለው ምንድን ነው?,"SELECT Weekly_Rank FROM TV_series WHERE Episode = ""A Love of a Lifetime"";"
tvshow,"What is the weekly rank for the episode ""A Love of a Lifetime""?",ለ&quot;የህይወት ዘመን ፍቅር&quot; ትዕይንት ሳምንታዊ ደረጃው ስንት ነው?,"SELECT Weekly_Rank FROM TV_series WHERE Episode = ""A Love of a Lifetime"";"
tvshow,"What is the TV Channel of TV series with Episode ""A Love of a Lifetime""? List the TV Channel's series name.",ተከታታይ የቲቪ ቻናል ከትዕይንት &quot;የህይወት ፍቅር&quot; ጋር ምንድነው? የቲቪ ቻናሉን ተከታታይ ስም ይዘርዝሩ።,"SELECT T1.series_name FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T2.Episode = ""A Love of a Lifetime"";"
tvshow,"What is the name of the series that has the episode ""A Love of a Lifetime""?",&quot;የህይወት ፍቅር&quot; ክፍል ያለው ተከታታይ ስም ማን ይባላል?,"SELECT T1.series_name FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T2.Episode = ""A Love of a Lifetime"";"
tvshow,"List the Episode of all  TV series showed on TV Channel with series name ""Sky Radio"".",በቲቪ ቻናል ላይ የሚታዩትን የሁሉም ተከታታይ የቴሌቭዥን ፕሮግራሞች ክፍል በ&quot;ሰማይ ራዲዮ&quot; ይዘርዝሩ።,"SELECT T2.Episode FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";"
tvshow,"What is the episode for the TV series named ""Sky Radio""?",&quot;ስካይ ሬድዮ&quot; የተሰየመው ተከታታይ የቴሌቭዥን ክፍል ምንድነው?,"SELECT T2.Episode FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";"
tvshow,Find the number of cartoons directed by each of the listed directors.,በእያንዳንዱ የተዘረዘሩት ዳይሬክተሮች የሚመሩ የካርቱን ብዛት ያግኙ።,"SELECT count(*) ,  Directed_by FROM cartoon GROUP BY Directed_by"
tvshow,How many cartoons did each director create?,እያንዳንዱ ዳይሬክተር ስንት ካርቱን ፈጠረ?,"SELECT count(*) ,  Directed_by FROM cartoon GROUP BY Directed_by"
tvshow,Find the production code and channel of the most recently aired cartoon .,በቅርብ ጊዜ የተላለፈውን የካርቱን ምርት ኮድ እና ሰርጥ ያግኙ።,"select production_code ,  channel from cartoon order by original_air_date desc limit 1"
tvshow,What is the produdction code and channel of the most recent cartoon ?,የቅርቡ የካርቱን ምርት ኮድ እና ሰርጥ ምንድነው?,"select production_code ,  channel from cartoon order by original_air_date desc limit 1"
tvshow,Find the package choice and series name of the TV channel that has high definition TV.,ከፍተኛ ጥራት ያለው ቲቪ ያለው የቴሌቭዥን ጣቢያ የጥቅል ምርጫ እና ተከታታይ ስም ያግኙ።,"SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  ""yes"""
tvshow,What are the package options and the name of the series for the TV Channel that supports high definition TV?,ከፍተኛ ጥራት ያለው ቲቪን የሚደግፈው ለቲቪ ቻናል የጥቅል አማራጮች እና የተከታታዩ ስም ምንድናቸው?,"SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  ""yes"""
tvshow,which countries' tv channels are playing some cartoon written by Todd Casey?,በቶድ ኬሲ የተፃፈ ካርቱን የየትኞቹ ሀገራት የቲቪ ቻናሎች እየተጫወቱ ነው?,SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey'
tvshow,What are the countries that have cartoons on TV that were written by Todd Casey?,በቶድ ኬሲ የተፃፉ በቴሌቭዥን ላይ ካርቱኖች ያሏቸው አገሮች የትኞቹ ናቸው?,SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey'
tvshow,which countries' tv channels are not playing any cartoon written by Todd Casey?,በቶድ ኬሲ የተፃፈውን ካርቱን የማይጫወቱት የየትኞቹ ሀገራት የቴሌቪዥን ጣቢያዎች አይደሉም?,SELECT country FROM TV_Channel EXCEPT SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey'
tvshow,What are the countries that are not playing cartoons written by Todd Casey?,በቶድ ኬሲ የተፃፉ ካርቱን የማይጫወቱት አገሮች የትኞቹ ናቸው?,SELECT country FROM TV_Channel EXCEPT SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey'
tvshow,Find the series name and country of the tv channel that is playing some cartoons directed by Ben Jones and Michael Chang?,በቤን ጆንስ እና ሚካኤል ቻንግ የተመሩ አንዳንድ ካርቶኖችን እየተጫወተ የሚገኘውን የቲቪ ቻናል ተከታታይ ስም እና ሀገር ያግኙ?,"SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Michael Chang' INTERSECT SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Ben Jones'"
tvshow,What is the series name and country of all TV channels that are playing cartoons directed by Ben Jones and cartoons directed by Michael Chang?,በቤን ጆንስ ዳይሬክት የተደረገ ካርቱን እና በሚካኤል ቻንግ ዳይሬክት የተደረገ ካርቱን የሚጫወቱ የሁሉም የቲቪ ቻናሎች ተከታታይ ስም እና ሀገር ማን ይባላል?,"SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Michael Chang' INTERSECT SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Ben Jones'"
tvshow,find the pixel aspect ratio and nation of the tv channels that do not use English.,እንግሊዘኛ የማይጠቀሙትን የፒክሰል ምጥጥነ ገጽታ እና የቴሌቭዥን ጣቢያዎችን ሀገር ያግኙ።,"SELECT Pixel_aspect_ratio_PAR ,  country FROM tv_channel WHERE LANGUAGE != 'English'"
tvshow,What is the pixel aspect ratio and country of origin for all TV channels that do not use English?,እንግሊዝኛ ለማይጠቀሙ ሁሉም የቴሌቪዥን ጣቢያዎች የፒክሰል ምጥጥነ ገጽታ እና የትውልድ አገር ምንድ ናቸው?,"SELECT Pixel_aspect_ratio_PAR ,  country FROM tv_channel WHERE LANGUAGE != 'English'"
tvshow,find id of the tv channels that from the countries where have more than two tv channels.,ከሁለት በላይ የቴሌቪዥን ቻናሎች ካላቸው አገሮች የመጡትን የቴሌቪዥን ጣቢያዎች መታወቂያ ያግኙ።,SELECT id FROM tv_channel GROUP BY country HAVING count(*)  >  2
tvshow,What are the ids of all tv channels that have more than 2 TV channels?,ከ2 በላይ የቲቪ ቻናሎች ያሏቸው የሁሉም የቲቪ ቻናሎች መታወቂያቸው ምንድን ነው?,SELECT id FROM tv_channel GROUP BY country HAVING count(*)  >  2
tvshow,find the id of tv channels that do not play any cartoon directed by Ben Jones.,በቤን ጆንስ የሚመራ ማንኛውንም ካርቱን የማይጫወቱትን የቲቪ ቻናሎች መታወቂያ ያግኙ።,SELECT id FROM TV_Channel EXCEPT SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones'
tvshow,What are the ids of the TV channels that do not have any cartoons directed by Ben Jones?,በቤን ጆንስ የሚመሩ ካርቱን የሌላቸው የቴሌቭዥን ቻናሎች መታወቂያ ምንድን ናቸው?,SELECT id FROM TV_Channel EXCEPT SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones'
tvshow,find the package option of the tv channel that do not have any cartoon directed by Ben Jones.,በቤን ጆንስ የሚመራ ካርቱን የሌለውን የቴሌቭዥን ጣቢያ የጥቅል አማራጭ ያግኙ።,SELECT package_option FROM TV_Channel WHERE id NOT IN (SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones')
tvshow,What are the package options of all tv channels that are not playing any cartoons directed by Ben Jones?,በቤን ጆንስ የሚመሩ ካርቱን የማይጫወቱ የሁሉም የቲቪ ቻናሎች የጥቅል አማራጮች ምንድናቸው?,SELECT package_option FROM TV_Channel WHERE id NOT IN (SELECT channel FROM cartoon WHERE directed_by  =  'Ben Jones')
poker_player,How many poker players are there?,ስንት ፖከር ተጫዋቾች አሉ?,SELECT count(*) FROM poker_player
poker_player,Count the number of poker players.,የፖከር ተጫዋቾችን ቁጥር ይቁጠሩ።,SELECT count(*) FROM poker_player
poker_player,List the earnings of poker players in descending order.,የቁልቁል ተጨዋቾችን ገቢ በቅደም ተከተል ይዘርዝሩ።,SELECT Earnings FROM poker_player ORDER BY Earnings DESC
poker_player,"What are the earnings of poker players, ordered descending by value?",በዋጋ እንዲወርድ የታዘዙ የፖከር ተጫዋቾች ገቢዎች ምን ያህል ናቸው?,SELECT Earnings FROM poker_player ORDER BY Earnings DESC
poker_player,List the final tables made and the best finishes of poker players.,የተሰሩ የመጨረሻ ሰንጠረዦችን እና ምርጥ የፖከር ተጫዋቾችን ያጠናቀቁትን ይዘርዝሩ።,"SELECT Final_Table_Made ,  Best_Finish FROM poker_player"
poker_player,What are the final tables made and best finishes for all poker players?,ለሁሉም የፖከር ተጫዋቾች የመጨረሻዎቹ ሰንጠረዦች የተሰሩት እና የተጠናቀቁት የትኞቹ ናቸው?,"SELECT Final_Table_Made ,  Best_Finish FROM poker_player"
poker_player,What is the average earnings of poker players?,የፖከር ተጫዋቾች አማካይ ገቢ ምን ያህል ነው?,SELECT avg(Earnings) FROM poker_player
poker_player,Return the average earnings across all poker players.,በሁሉም የፖከር ተጫዋቾች አማካይ ገቢ ይመለሱ።,SELECT avg(Earnings) FROM poker_player
poker_player,What is the money rank of the poker player with the highest earnings?,ከፍተኛ ገቢ ያለው የፖከር ተጫዋች የገንዘብ ደረጃ ስንት ነው?,SELECT Money_Rank FROM poker_player ORDER BY Earnings DESC LIMIT 1
poker_player,Return the money rank of the player with the greatest earnings.,ከፍተኛ ገቢ ያለው የተጫዋቹን የገንዘብ ደረጃ ይመልሱ።,SELECT Money_Rank FROM poker_player ORDER BY Earnings DESC LIMIT 1
poker_player,What is the maximum number of final tables made among poker players with earnings less than 200000?,ከ200000 ባነሰ ገቢ በፖከር ተጫዋቾች መካከል የተደረገው ከፍተኛው የመጨረሻ ጠረጴዛዎች ቁጥር ስንት ነው?,SELECT max(Final_Table_Made) FROM poker_player WHERE Earnings  <  200000
poker_player,Return the maximum final tables made across all poker players who have earnings below 200000.,ከ200000 በታች ገቢ ባላቸው በሁሉም የፖከር ተጫዋቾች ላይ የተደረጉትን ከፍተኛውን የመጨረሻ ሰንጠረዦች ይመልሱ።,SELECT max(Final_Table_Made) FROM poker_player WHERE Earnings  <  200000
poker_player,What are the names of poker players?,የፖከር ተጫዋቾች ስም ማን ይባላል?,SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID
poker_player,Return the names of all the poker players.,ሁሉንም የፖከር ተጫዋቾች ስም ይመልሱ።,SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID
poker_player,What are the names of poker players whose earnings is higher than 300000?,ገቢያቸው ከ300000 በላይ የሆኑ የፖከር ተጫዋቾች ስም ማን ይባላል?,SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID WHERE T2.Earnings  >  300000
poker_player,Give the names of poker players who have earnings above 300000.,ከ300000 በላይ ገቢ ያላቸውን የፖከር ተጫዋቾች ስም ስጥ።,SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID WHERE T2.Earnings  >  300000
poker_player,List the names of poker players ordered by the final tables made in ascending order.,በመጨረሻው ሰንጠረዦች የታዘዙ የፖከር ተጫዋቾችን ስም ይዘርዝሩ።,SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T2.Final_Table_Made
poker_player,"What are the names of poker players, ordered ascending by the number of final tables they have made?",በሰሩት የመጨረሻ ጠረጴዛዎች ቁጥር ወደ ላይ እንዲወጡ የታዘዙ የፖከር ተጫዋቾች ስም ምንድ ነው?,SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T2.Final_Table_Made
poker_player,What is the birth date of the poker player with the lowest earnings?,ዝቅተኛ ገቢ ያለው የፖከር ተጫዋች የልደት ቀን ስንት ነው?,SELECT T1.Birth_Date FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T2.Earnings ASC LIMIT 1
poker_player,Return the birth date of the poker player with the lowest earnings.,ዝቅተኛ ገቢ ያለው የፖከር ተጫዋች የልደት ቀን ይመልሱ።,SELECT T1.Birth_Date FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T2.Earnings ASC LIMIT 1
poker_player,What is the money rank of the tallest poker player?,የረጅሙ ፖከር ተጫዋች የገንዘብ ደረጃ ስንት ነው?,SELECT T2.Money_Rank FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T1.Height DESC LIMIT 1
poker_player,Return the money rank of the poker player with the greatest height.,ከፍተኛ ቁመት ያለው የፖከር ተጫዋች የገንዘብ ደረጃን ይመልሱ።,SELECT T2.Money_Rank FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T1.Height DESC LIMIT 1
poker_player,What is the average earnings of poker players with height higher than 200?,ከ 200 በላይ ቁመት ያላቸው የፖከር ተጫዋቾች አማካይ ገቢ ምን ያህል ነው?,SELECT avg(T2.Earnings) FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID WHERE T1.Height  >  200
poker_player,Give average earnings of poker players who are taller than 200.,ከ200 በላይ ቁመት ያላቸውን የፖከር ተጫዋቾች አማካይ ገቢ ይስጡ።,SELECT avg(T2.Earnings) FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID WHERE T1.Height  >  200
poker_player,What are the names of poker players in descending order of earnings?,በገቢ ቅደም ተከተል ውስጥ የፖከር ተጫዋቾች ስሞች ምንድ ናቸው?,SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T2.Earnings DESC
poker_player,Return the names of poker players sorted by their earnings descending.,በገቢያቸው እየቀነሰ የተደረደሩ የፖከር ተጫዋቾችን ስም ይመልሱ።,SELECT T1.Name FROM people AS T1 JOIN poker_player AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T2.Earnings DESC
poker_player,What are different nationalities of people and the corresponding number of people from each nation?,የተለያዩ የሰዎች ብሔረሰቦች እና ከእያንዳንዱ ብሔር የተውጣጡ ሰዎች ቁጥር ምን ያህል ነው?,"SELECT Nationality ,  COUNT(*) FROM people GROUP BY Nationality"
poker_player,How many people are there of each nationality?,ከእያንዳንዱ ብሔር ስንት ሰዎች አሉ?,"SELECT Nationality ,  COUNT(*) FROM people GROUP BY Nationality"
poker_player,What is the most common nationality of people?,በጣም የተለመደው የሰዎች ዜግነት ምንድነው?,SELECT Nationality FROM people GROUP BY Nationality ORDER BY COUNT(*) DESC LIMIT 1
poker_player,Give the nationality that is most common across all people.,በሁሉም ሰዎች ላይ በጣም የተለመደውን ዜግነት ይስጡ።,SELECT Nationality FROM people GROUP BY Nationality ORDER BY COUNT(*) DESC LIMIT 1
poker_player,What are the nationalities that are shared by at least two people?,ቢያንስ ሁለት ሰዎች የሚጋሩት ብሔረሰቦች የትኞቹ ናቸው?,SELECT Nationality FROM people GROUP BY Nationality HAVING COUNT(*)  >=  2
poker_player,Return the nationalities for which there are two or more people.,ሁለት ወይም ከዚያ በላይ ሰዎች ያሉባቸውን ብሔረሰቦች ይመልሱ።,SELECT Nationality FROM people GROUP BY Nationality HAVING COUNT(*)  >=  2
poker_player,List the names and birth dates of people in ascending alphabetical order of name.,የሰዎችን ስም እና የተወለዱበትን ቀን በፊደል አጻጻፍ ቅደም ተከተል ይዘርዝሩ።,"SELECT Name ,  Birth_Date FROM people ORDER BY Name ASC"
poker_player,"What are the names and birth dates of people, ordered by their names in alphabetical order?",በፊደል ቅደም ተከተል በስማቸው የታዘዙ የሰዎች ስሞች እና የልደት ቀናት ምንድ ናቸው?,"SELECT Name ,  Birth_Date FROM people ORDER BY Name ASC"
